Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-24.078335	46.600640	1.766000	0.000000	48.366640
-24.053329	47.154044	1.773838	0.000000	48.927882
-24.028324	47.707448	1.781675	0.000000	49.489123
-24.003318	48.260851	1.789513	0.000000	50.050364
-23.978313	48.814254	1.797351	0.000000	50.611604
-23.953307	49.367656	1.805188	0.000000	51.172844
-23.928302	49.921058	1.813026	0.000000	51.734084
-23.903296	50.474459	1.820864	0.000000	52.295323
-23.878291	51.027860	1.828701	0.000000	52.856561
-23.853286	51.474394	1.836467	0.000000	53.310861
-23.828280	51.701698	1.844086	0.000000	53.545784
-23.803275	51.929001	1.851704	0.000000	53.780705
-23.778269	52.156303	1.859323	0.000000	54.015626
-23.753264	52.383605	1.866942	0.000000	54.250547
-23.728258	52.610907	1.874560	0.000000	54.485467
-23.703253	52.838208	1.882179	0.000000	54.720387
-23.678248	53.065508	1.889798	0.000000	54.955306
-23.653242	53.292808	1.897416	0.000000	55.190225
-23.628237	53.520108	1.905035	0.000000	55.425143
-23.603231	53.713282	1.912801	0.000000	55.626082
-23.578226	53.837113	1.920865	0.000000	55.757978
-23.553220	53.960943	1.928930	0.000000	55.889873
-23.528215	54.084773	1.936995	0.000000	56.021768
-23.503210	54.208602	1.945059	0.000000	56.153662
-23.478204	54.332431	1.953124	0.000000	56.285555
-23.453199	54.456259	1.961189	0.000000	56.417448
-23.428193	54.580087	1.969253	0.000000	56.549340
-23.403188	54.703913	1.977318	0.000000	56.681231
-23.378182	54.827740	1.985382	0.000000	56.813122
-23.353177	54.939712	1.993669	0.000000	56.933381
-23.328172	55.027825	2.002402	0.000000	57.030227
-23.303166	55.115937	2.011135	0.000000	57.127072
-23.278161	55.204049	2.019867	0.000000	57.223916
-23.253155	55.292159	2.028600	0.000000	57.320760
-23.228150	55.380269	2.037333	0.000000	57.417602
-23.203144	55.468378	2.046066	0.000000	57.514444
-23.178139	55.556487	2.054799	0.000000	57.611286
-23.153134	55.644594	2.063532	0.000000	57.708126
-23.128128	55.732701	2.072265	0.000000	57.804966
-23.103123	55.815513	2.080886	0.000000	57.896398
-23.078117	55.887766	2.089283	0.000000	57.977050
-23.053112	55.960020	2.097681	0.000000	58.057701
-23.028106	56.032273	2.106079	0.000000	58.138352
-23.003101	56.104526	2.114477	0.000000	58.219002
-22.978096	56.176778	2.122874	0.000000	58.299653
-22.953090	56.249030	2.131272	0.000000	58.380303
-22.928085	56.321282	2.139670	0.000000	58.460952
-22.903079	56.393534	2.148068	0.000000	58.541602
-22.878074	56.465785	2.156466	0.000000	58.622251
-22.853068	56.535397	2.164940	0.000000	58.700336
-22.828063	56.599795	2.173564	0.000000	58.773359
-22.803057	56.664193	2.182189	0.000000	58.846383
-22.778052	56.728592	2.190814	0.000000	58.919406
-22.753047	56.792992	2.199439	0.000000	58.992430
